,song_name,song_id,uri,duration_ms,explicit,popularity,playlist_id,playlist_name
35,Entity,6ThstWIn274ADNjJBnUbEQ,spotify:track:6ThstWIn274ADNjJBnUbEQ,274714,False,9,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
36,Forget Regret,34iP1qPyAfLpBAcMo7TQfN,spotify:track:34iP1qPyAfLpBAcMo7TQfN,232160,False,46,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
37,Keep on Calling,4FUrVPC15KK8OcABXprp3Z,spotify:track:4FUrVPC15KK8OcABXprp3Z,230310,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
38,"U Say (feat. Tyler, The Creator & Jay Prince)",0xYlNtVflZPG1pUbk4qp77,spotify:track:0xYlNtVflZPG1pUbk4qp77,200801,True,48,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
39,Rolling into One,6rDunNC3OsxLUkxK1aEjnL,spotify:track:6rDunNC3OsxLUkxK1aEjnL,259196,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
40,Hurry,6NqbN00vLmWfrQSx2wjD4z,spotify:track:6NqbN00vLmWfrQSx2wjD4z,174200,True,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
41,religion (u can lay your hands on me),7rl1Frsgk11OLb193JtLra,spotify:track:7rl1Frsgk11OLb193JtLra,247346,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
42,Untitled,2IoEP9SKwBpm4DL89MKTDZ,spotify:track:2IoEP9SKwBpm4DL89MKTDZ,179500,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
43,Piledriver Waltz,4Ai0ANRDYwx6mCD4Uty1WS,spotify:track:4Ai0ANRDYwx6mCD4Uty1WS,203880,False,59,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
44,Through Enough (feat. GoldLink),4KaiIuQH1EH65zWQgyWWaQ,spotify:track:4KaiIuQH1EH65zWQgyWWaQ,268773,True,43,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
45,Kickback,5MZQIjtghyFc4sMVUzD7MD,spotify:track:5MZQIjtghyFc4sMVUzD7MD,171106,False,53,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
46,Reckless,1BybndP1YgPEIk6WUnL6kT,spotify:track:1BybndP1YgPEIk6WUnL6kT,233265,True,59,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
47,Wildin',4LGg2NY9eHp0jF3L1WbCNl,spotify:track:4LGg2NY9eHp0jF3L1WbCNl,139613,True,53,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
48,I Wish I Missed My Ex,4jwP0pxx7su04FYc6J12EQ,spotify:track:4jwP0pxx7su04FYc6J12EQ,205263,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
49,Sincerity Is Scary,6HguG9HRb1Ke1bhihfE4m8,spotify:track:6HguG9HRb1Ke1bhihfE4m8,225955,False,65,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
50,Castaway,19zPT36WogsfBd8HIaUnt4,spotify:track:19zPT36WogsfBd8HIaUnt4,269893,True,53,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
51,Uno Dos (feat. Jaden Smith),6gigGFhKguOzObNC5QZbeW,spotify:track:6gigGFhKguOzObNC5QZbeW,169639,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
52,Nerve For The Ages,2fzK1mbS6V9UXQQ8reSjXH,spotify:track:2fzK1mbS6V9UXQQ8reSjXH,112977,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
53,The Florist,19y7Eh2ORRo6spiEcr4aTU,spotify:track:19y7Eh2ORRo6spiEcr4aTU,201833,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
54,Michigan,3UBkhPyI6UfmH86bxxPLcb,spotify:track:3UBkhPyI6UfmH86bxxPLcb,215000,False,35,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
55,Here,1wYZZtamWTQAoj8B812uKQ,spotify:track:1wYZZtamWTQAoj8B812uKQ,199453,False,67,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
56,Why Don’t You Come On (ft. Khalid and Empress Of),7zgoHkxLgchJwPdhbJhQ3K,spotify:track:7zgoHkxLgchJwPdhbJhQ3K,199980,False,43,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
57,Bambi,5dmPNuHmRRJuHmJTDa7NuJ,spotify:track:5dmPNuHmRRJuHmJTDa7NuJ,194400,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
58,Way to be Loved,5FjC0o2EGdlAMdc3hfeTMd,spotify:track:5FjC0o2EGdlAMdc3hfeTMd,263396,False,56,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
59,Habits,1qAcX4wZpol2I0QtDSck3L,spotify:track:1qAcX4wZpol2I0QtDSck3L,217640,False,28,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
60,"BIGBRIGHT (feat. Elkkle, E^ST & Duckwrth)",4gErEUBzsNChBuqk9jgycY,spotify:track:4gErEUBzsNChBuqk9jgycY,247385,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
61,In Degrees,2muJzxNCRL7M2QeCmjPubU,spotify:track:2muJzxNCRL7M2QeCmjPubU,297632,False,55,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
62,Opportunistic,79LfU5ufUmiLvLURU23Yyf,spotify:track:79LfU5ufUmiLvLURU23Yyf,139822,False,37,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
63,Temper Temper,3DCU0R5FFaB9GKxZERb5wr,spotify:track:3DCU0R5FFaB9GKxZERb5wr,208980,False,61,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
64,Feel Alright,1w4zsr8vQDFkVDOX22hEOF,spotify:track:1w4zsr8vQDFkVDOX22hEOF,253953,False,12,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
65,Sad,5Ybp65SomeSJEj8xmUARdA,spotify:track:5Ybp65SomeSJEj8xmUARdA,163066,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
66,Martini Blue,7zDu3l7DDlfSlt20YMKkWo,spotify:track:7zDu3l7DDlfSlt20YMKkWo,195204,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
67,Softly,4PvbbMYL4fkToni5BLaYRb,spotify:track:4PvbbMYL4fkToni5BLaYRb,185306,False,70,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
68,Hit Me Up,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
69,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),4ej94zqr9xYLbWphCH3TcD,spotify:track:4ej94zqr9xYLbWphCH3TcD,277046,True,52,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
70,Shibuya,5G7602PyF33hYDi4utEpoZ,spotify:track:5G7602PyF33hYDi4utEpoZ,144515,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
71,Something About Us (instrumental),3AqXknt2P2FDcgasp4VVNI,spotify:track:3AqXknt2P2FDcgasp4VVNI,261381,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
72,Paint California,2ZlgqiomIrjvkuWFDSVOLY,spotify:track:2ZlgqiomIrjvkuWFDSVOLY,207133,False,57,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
73,Downtown Love,5cnD97Kg28dJGGdBv72sDl,spotify:track:5cnD97Kg28dJGGdBv72sDl,196082,True,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
74,Baltisoul,3VStQ5giIkRU9Rjh31TGH8,spotify:track:3VStQ5giIkRU9Rjh31TGH8,246368,False,41,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
75,Never Enough - CASSARA Remix,5FLjLgqVsITzgEV9KNncTr,spotify:track:5FLjLgqVsITzgEV9KNncTr,447261,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
76,Honest,2HytB9M0U9L8fmrDFvDgXD,spotify:track:2HytB9M0U9L8fmrDFvDgXD,194157,False,44,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
77,Move on Up,2WaesAINqa4dKnLVu8JQKS,spotify:track:2WaesAINqa4dKnLVu8JQKS,292571,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
78,Get To Know (feat. Winston Surfshirt),1LvASuCm9gPr9684FFNKdt,spotify:track:1LvASuCm9gPr9684FFNKdt,243599,False,56,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
79,Soaked,5p80uI2FhYGQZJRfzy7mb6,spotify:track:5p80uI2FhYGQZJRfzy7mb6,240986,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
80,On Your Way Down,6ECcJlfjh2F1LJxe74qKnJ,spotify:track:6ECcJlfjh2F1LJxe74qKnJ,225000,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
81,The Way That You Move,1z0qfVExBs3b3dctr4ZlCD,spotify:track:1z0qfVExBs3b3dctr4ZlCD,220943,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
82,Yummy,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,210426,False,76,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
83,Tiny Little Boy,63oTx2gvxdNv9qGYQCA005,spotify:track:63oTx2gvxdNv9qGYQCA005,191000,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
84,Sao Paulo Sunset,0vTJP35J4M1PY9iAA8UmbV,spotify:track:0vTJP35J4M1PY9iAA8UmbV,207401,False,55,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
85,Ring,11Ey4yJVeWEsA73KjACkVY,spotify:track:11Ey4yJVeWEsA73KjACkVY,148776,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
86,Just A While,6GVWKfRIG6KkZ6DFCTYGva,spotify:track:6GVWKfRIG6KkZ6DFCTYGva,192333,False,21,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
87,Can't Help the Way,6CUugPwgI9yd0iPdMFkClA,spotify:track:6CUugPwgI9yd0iPdMFkClA,189857,False,3,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
88,Monte Claire,357A38eIc5S73mWDD9oei1,spotify:track:357A38eIc5S73mWDD9oei1,166153,True,32,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
89,Little Girl,7jhItbz47nxN7tAaiXf2R8,spotify:track:7jhItbz47nxN7tAaiXf2R8,174315,False,5,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
90,Goodnightmare,4tUV3qVS1tIT5K2vbwo7Kh,spotify:track:4tUV3qVS1tIT5K2vbwo7Kh,209361,False,23,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
91,Dicaprio On Acid,4HKl7nxuuky1ICnldu6Jvz,spotify:track:4HKl7nxuuky1ICnldu6Jvz,194546,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
92,You and I,4lZlquzJF4AfND0nU5kcmj,spotify:track:4lZlquzJF4AfND0nU5kcmj,243946,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
93,Prime of Your Life,02fMscVZ46N4l46yHZQkqT,spotify:track:02fMscVZ46N4l46yHZQkqT,216546,False,35,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
94,Think,5TocQE0LESbiqk6sd3Y5Hm,spotify:track:5TocQE0LESbiqk6sd3Y5Hm,231927,False,33,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
95,All Yours,76S0dx36oCAMgqfXlVUQeZ,spotify:track:76S0dx36oCAMgqfXlVUQeZ,173586,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
96,DaNcing in a RoOm,2zTjF6OGxklU5Ulv7iTf4R,spotify:track:2zTjF6OGxklU5Ulv7iTf4R,208605,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
97,Enginn eins og þú,3bzP8lZJWmuhpdnfDP1rTq,spotify:track:3bzP8lZJWmuhpdnfDP1rTq,181226,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
98,Feeling Good,72PwtNhRrZXNnYeRg5xQ46,spotify:track:72PwtNhRrZXNnYeRg5xQ46,237333,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
99,We Don't Need To Dance,76c9yn9NDJDYswNcJIBT7c,spotify:track:76c9yn9NDJDYswNcJIBT7c,159094,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
0,The London (feat. J. Cole & Travis Scott),3s4mrPrEFFPF0LmAfutW0n,spotify:track:3s4mrPrEFFPF0LmAfutW0n,200186,True,74,1V9wButKEb5GJDshdKUGeN,werk
1,Ecstasy (feat. Machine Gun Kelly),1yBbxDXEfr8boXM1ubvBHi,spotify:track:1yBbxDXEfr8boXM1ubvBHi,178240,True,58,1V9wButKEb5GJDshdKUGeN,werk
2,Circle Of Bosses (feat. Quavo),5UmRDaMPkV6g2HVMWoKx8u,spotify:track:5UmRDaMPkV6g2HVMWoKx8u,179466,True,53,1V9wButKEb5GJDshdKUGeN,werk
3,"Guwop (feat. Quavo, Offset and Young Scooter)",1BSA5I386L2IAmFQURYjIz,spotify:track:1BSA5I386L2IAmFQURYjIz,315973,True,59,1V9wButKEb5GJDshdKUGeN,werk
4,Pick Up The Phone (feat. Quavo),5NAMZI9lVhxNa6AZp3iQVH,spotify:track:5NAMZI9lVhxNa6AZp3iQVH,252262,True,0,1V9wButKEb5GJDshdKUGeN,werk
5,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,276147,True,76,1V9wButKEb5GJDshdKUGeN,werk
6,Kelly Price (feat. Travis Scott),204U3zjm9kkzX25Pr4Rdld,spotify:track:204U3zjm9kkzX25Pr4Rdld,363934,True,65,1V9wButKEb5GJDshdKUGeN,werk
7,Red Bentley (feat. Young Thug),3fFBZvG777xoKyvcrBq7lc,spotify:track:3fFBZvG777xoKyvcrBq7lc,207866,True,61,1V9wButKEb5GJDshdKUGeN,werk
8,Wyclef Jean,55OdqrG8WLmsYyY1jijD9b,spotify:track:55OdqrG8WLmsYyY1jijD9b,236293,True,65,1V9wButKEb5GJDshdKUGeN,werk
9,Future Swag,1ckxFDBKrcepE6pDmayXzP,spotify:track:1ckxFDBKrcepE6pDmayXzP,165866,True,47,1V9wButKEb5GJDshdKUGeN,werk
10,Unbothered,5hwUsRKvnO5yThjVrxHQVt,spotify:track:5hwUsRKvnO5yThjVrxHQVt,138426,True,74,1V9wButKEb5GJDshdKUGeN,werk
11,Bad Bad Bad (feat. Lil Baby),1GeNui6m825V8jP4uKiIaH,spotify:track:1GeNui6m825V8jP4uKiIaH,149040,True,72,1V9wButKEb5GJDshdKUGeN,werk
12,Beef,2ctl2YVjBnxDO3OMf1Haay,spotify:track:2ctl2YVjBnxDO3OMf1Haay,213333,False,61,1V9wButKEb5GJDshdKUGeN,werk
13,R.I.P. Fredo (feat. Young Nudy) - Notice Me,45Ln3F9PRPYTXBcMFkZMzS,spotify:track:45Ln3F9PRPYTXBcMFkZMzS,161200,True,60,1V9wButKEb5GJDshdKUGeN,werk
14,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,spotify:track:2BJSMvOGABRxokHKB0OI8i,153800,True,78,1V9wButKEb5GJDshdKUGeN,werk
15,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,7h0d2h0fUmzbs7zeFigJPn,spotify:track:7h0d2h0fUmzbs7zeFigJPn,244873,True,72,1V9wButKEb5GJDshdKUGeN,werk
16,Live Off My Closet (feat. Future),6AyWdCtEn1DdxjnxPeojR2,spotify:track:6AyWdCtEn1DdxjnxPeojR2,173061,True,63,1V9wButKEb5GJDshdKUGeN,werk
17,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,157712,True,82,1V9wButKEb5GJDshdKUGeN,werk
18,3 Headed Snake (feat. Young Thug),2OaKHGvIxoOzIYjyMsxcT8,spotify:track:2OaKHGvIxoOzIYjyMsxcT8,241995,True,61,1V9wButKEb5GJDshdKUGeN,werk
19,Check,1jk9c0gZI0wbn5GvAj7PBV,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,230693,True,64,1V9wButKEb5GJDshdKUGeN,werk
20,Halftime,4BP0An7SXctTY4kF41JxIQ,spotify:track:4BP0An7SXctTY4kF41JxIQ,226733,True,56,1V9wButKEb5GJDshdKUGeN,werk
21,24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,spotify:track:7v96VvFLS0wSYT8kewNLRy,182857,True,76,1V9wButKEb5GJDshdKUGeN,werk
22,With That (feat. Duke),6o4nVtywF4F75RkOcDxrtd,spotify:track:6o4nVtywF4F75RkOcDxrtd,202533,True,59,1V9wButKEb5GJDshdKUGeN,werk
23,Flava,49MkHdUftJsF4oqUNWED1M,spotify:track:49MkHdUftJsF4oqUNWED1M,350563,True,30,1V9wButKEb5GJDshdKUGeN,werk
24,Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,spotify:track:7KVPsVMOK3NL7subwJ0dZj,151539,True,71,1V9wButKEb5GJDshdKUGeN,werk
25,Best Friend,33JcUj9qQDayKswunZP9ar,spotify:track:33JcUj9qQDayKswunZP9ar,213000,True,63,1V9wButKEb5GJDshdKUGeN,werk
26,Memo,7tk5tOCj84jine8kKJkPYs,spotify:track:7tk5tOCj84jine8kKJkPYs,195413,True,55,1V9wButKEb5GJDshdKUGeN,werk
27,High Top Versace (feat. Young Thug),40wyhIkaVvuZUAbAiTOkHI,spotify:track:40wyhIkaVvuZUAbAiTOkHI,176920,True,46,1V9wButKEb5GJDshdKUGeN,werk
28,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,129882,True,78,1V9wButKEb5GJDshdKUGeN,werk
29,FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,spotify:track:4jVBIpuOiMj1crqd8LoCrJ,202794,True,79,1V9wButKEb5GJDshdKUGeN,werk
30,Money Longer,0B8QzDH7YWih85V5SEMnyJ,spotify:track:0B8QzDH7YWih85V5SEMnyJ,198944,True,76,1V9wButKEb5GJDshdKUGeN,werk
31,Repercussions (with Young Thug),0YFwNNWeRQhOi6p17jTCzp,spotify:track:0YFwNNWeRQhOi6p17jTCzp,159003,True,58,1V9wButKEb5GJDshdKUGeN,werk
32,With Them,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1V9wButKEb5GJDshdKUGeN,werk
33,Oh My Dis Side (feat. Quavo),2rMFawCg4BW65jzbwztXAV,spotify:track:2rMFawCg4BW65jzbwztXAV,351253,True,66,1V9wButKEb5GJDshdKUGeN,werk
34,A-Team,5cgEadiGKjtTP1Q6NJqVP5,spotify:track:5cgEadiGKjtTP1Q6NJqVP5,176640,True,63,1V9wButKEb5GJDshdKUGeN,werk
35,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,spotify:track:3nS9a01VvXHQriLqJYwRqG,197760,True,80,1V9wButKEb5GJDshdKUGeN,werk
36,Greaze Mode,3nG784YlxS4VQOF0qiHKVP,spotify:track:3nG784YlxS4VQOF0qiHKVP,168400,True,64,1V9wButKEb5GJDshdKUGeN,werk
37,Uber Everywhere (feat. Travis Scott),5YCs9rP6ZcMJW6me3QhtWr,spotify:track:5YCs9rP6ZcMJW6me3QhtWr,181107,True,59,1V9wButKEb5GJDshdKUGeN,werk
38,Throw A Fit,7D8aQaRzoi9Qzz5yerVK5b,spotify:track:7D8aQaRzoi9Qzz5yerVK5b,158757,True,65,1V9wButKEb5GJDshdKUGeN,werk
39,That Go! (feat. T-Shyne),4X4cPQicoAfannkUFUXmi9,spotify:track:4X4cPQicoAfannkUFUXmi9,225866,True,71,1V9wButKEb5GJDshdKUGeN,werk
40,D4L,5fHrHoJKfCgBd35zwIBmUK,spotify:track:5fHrHoJKfCgBd35zwIBmUK,189176,True,66,1V9wButKEb5GJDshdKUGeN,werk
