,song_name,artist_id,artist_name,type,uri_x,song_id,uri_y,duration_ms,explicit,popularity,playlist_id,playlist_name
85,Brown Eyed Girl,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2ICMnjBhI7xQhI6dV3Z78P,spotify:track:2ICMnjBhI7xQhI6dV3Z78P,235133,False,55,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
86,"The Weather Is Here, Wish You Were Beautiful",28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1TtyVbmspHF7rgHAvBoALk,spotify:track:1TtyVbmspHF7rgHAvBoALk,251293,False,45,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
87,Last Mango In Paris,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0ZbHYCcrA3IkLKFQJOWFJW,spotify:track:0ZbHYCcrA3IkLKFQJOWFJW,196293,False,43,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
88,Fruitcakes,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5wLIdufTlx9JMeZ6v5ZGw5,spotify:track:5wLIdufTlx9JMeZ6v5ZGw5,459866,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
89,Mexico,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4se56w5bzrNixZmaXXMwmm,spotify:track:4se56w5bzrNixZmaXXMwmm,248733,False,44,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
90,Steamer,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4qxYW3T03G3URrSjmtMqZF,spotify:track:4qxYW3T03G3URrSjmtMqZF,250360,False,22,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
91,Steamer,5qWswzsvtHUHNOa7Aui3FP,Elliot Scheiner,artist,spotify:artist:5qWswzsvtHUHNOa7Aui3FP,4qxYW3T03G3URrSjmtMqZF,spotify:track:4qxYW3T03G3URrSjmtMqZF,250360,False,22,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
92,Biloxi,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,73YbiBH3oXQe1BBn62403u,spotify:track:73YbiBH3oXQe1BBn62403u,340560,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
93,Uncle John's Band,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4afAmFuF8Mr3XXIWztIvtx,spotify:track:4afAmFuF8Mr3XXIWztIvtx,270173,False,40,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
94,Miss You So Badly,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6UPhWxNlKehfKCw6ilBfgG,spotify:track:6UPhWxNlKehfKCw6ilBfgG,223173,False,41,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
95,The Captain And The Kid,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6wuQNaKq4Q0A38MbJbXJtS,spotify:track:6wuQNaKq4Q0A38MbJbXJtS,198400,False,32,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
96,Hey Good Lookin',28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
97,Hey Good Lookin',3Ay15wt0QChT4Kapsuw5Jt,Clint Black,artist,spotify:artist:3Ay15wt0QChT4Kapsuw5Jt,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
98,Hey Good Lookin',3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,artist,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
99,Hey Good Lookin',4mxWe1mtYIYfP040G38yvS,Alan Jackson,artist,spotify:artist:4mxWe1mtYIYfP040G38yvS,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
100,Hey Good Lookin',2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,artist,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
101,Hey Good Lookin',5vngPClqofybhPERIqQMYd,George Strait,artist,spotify:artist:5vngPClqofybhPERIqQMYd,2TSc7ee1OQPb4tuXsi2X7W,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,183293,False,42,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
102,Bama Breeze,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2Ql3AOQedeK5gFq8tM1tIY,spotify:track:2Ql3AOQedeK5gFq8tM1tIY,191440,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
103,"Breathe In, Breathe Out, Move On",28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0A8OXDcLHytptun6nLWqL1,spotify:track:0A8OXDcLHytptun6nLWqL1,197306,False,33,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
104,Trip Around the Sun,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5CQLQZ41IVDntufcKEngeg,spotify:track:5CQLQZ41IVDntufcKEngeg,199453,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
105,Trip Around the Sun,3P33qFNGBVXl86yQYWspFj,Martina McBride,artist,spotify:artist:3P33qFNGBVXl86yQYWspFj,5CQLQZ41IVDntufcKEngeg,spotify:track:5CQLQZ41IVDntufcKEngeg,199453,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
106,Tides,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2HfjlEo3dLjBeNczSGwDMX,spotify:track:2HfjlEo3dLjBeNczSGwDMX,252408,False,26,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
107,Knee Deep (feat. Jimmy Buffett),6yJCxee7QumYr820xdIsjo,Zac Brown Band,artist,spotify:artist:6yJCxee7QumYr820xdIsjo,0b2IVjeD268pYd7VUhmtKI,spotify:track:0b2IVjeD268pYd7VUhmtKI,203173,False,73,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
108,Knee Deep (feat. Jimmy Buffett),28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0b2IVjeD268pYd7VUhmtKI,spotify:track:0b2IVjeD268pYd7VUhmtKI,203173,False,73,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
109,It's Five O'Clock Somewhere,4mxWe1mtYIYfP040G38yvS,Alan Jackson,artist,spotify:artist:4mxWe1mtYIYfP040G38yvS,07KYRDFf8Q6sqj4PWCP9vh,spotify:track:07KYRDFf8Q6sqj4PWCP9vh,230266,False,64,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
110,It's Five O'Clock Somewhere,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,07KYRDFf8Q6sqj4PWCP9vh,spotify:track:07KYRDFf8Q6sqj4PWCP9vh,230266,False,64,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
111,Southern Cross - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0qmawdRliiO39sdaxUIl2e,spotify:track:0qmawdRliiO39sdaxUIl2e,307106,False,48,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
112,Brown Eyed Girl - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1vEXG0A94zu5qX4Iw2PX7I,spotify:track:1vEXG0A94zu5qX4Iw2PX7I,317826,False,18,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
113,"Changes in Latitudes, Changes in Attitudes - Live",28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0NHLyggTY0B2LgXaGuScU4,spotify:track:0NHLyggTY0B2LgXaGuScU4,196666,False,19,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
114,He Went to Paris - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5B6xrV7x6Ceuq9s3C5cQ9T,spotify:track:5B6xrV7x6Ceuq9s3C5cQ9T,267800,False,18,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
115,Boat Drinks - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1fJY4cx9lXwaFB5aPIkLS7,spotify:track:1fJY4cx9lXwaFB5aPIkLS7,257693,False,16,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
116,Son of a Son of a Sailor - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2vMuqkkubmmDAIemILEmRh,spotify:track:2vMuqkkubmmDAIemILEmRh,258866,False,16,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
117,Pencil Thin Mustache - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3fE6FfeXrcUjonuN1lzJm6,spotify:track:3fE6FfeXrcUjonuN1lzJm6,195960,False,21,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
118,Cheeseburger in Paradise - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4MKqIo4BgXpVd9sF8tHg7L,spotify:track:4MKqIo4BgXpVd9sF8tHg7L,186600,False,25,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
119,A Pirate Looks at Forty - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,43KbMKOfeDmSY0J8pkzGPl,spotify:track:43KbMKOfeDmSY0J8pkzGPl,302080,False,18,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
120,One Particular Harbour - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0YLshByAexHCWQ0mSYCrfE,spotify:track:0YLshByAexHCWQ0mSYCrfE,367066,False,19,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
121,Coconut Telegraph - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,23hxuKpsZbeFNISWCwWFlD,spotify:track:23hxuKpsZbeFNISWCwWFlD,237693,False,12,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
122,It's Five O'Clock Somewhere - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0kQc0iCdDdrfVcoOXufb3d,spotify:track:0kQc0iCdDdrfVcoOXufb3d,224453,False,14,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
123,Grapefruit Juicy Fruit,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0We4DaLNmYpeEhBiaMfytR,spotify:track:0We4DaLNmYpeEhBiaMfytR,250800,False,13,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
124,Take Me Out to the Ball Game - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3fPXKB0ngv89CnqNd9klSt,spotify:track:3fPXKB0ngv89CnqNd9klSt,104160,False,12,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
125,Margaritaville - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,38aUmb5OOEJj5QKyIRp4VX,spotify:track:38aUmb5OOEJj5QKyIRp4VX,291173,False,14,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
126,Come Monday - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6sWkF5F70HPHuSZKopBfoD,spotify:track:6sWkF5F70HPHuSZKopBfoD,285333,False,12,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
127,In the Shelter - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4jE9Mwrkx3bTZoVwbR8Wbb,spotify:track:4jE9Mwrkx3bTZoVwbR8Wbb,357626,False,12,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
128,Natives Are Restless - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5i0ePcIkk0RvYkMOCdc3DT,spotify:track:5i0ePcIkk0RvYkMOCdc3DT,276306,False,10,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
129,Why Don't We Get Drunk - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,7pEcLT86YMtQhK8M19ycm7,spotify:track:7pEcLT86YMtQhK8M19ycm7,291800,False,12,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
130,Volcano - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4IHEeTsaNFKFmxLJpKv0HY,spotify:track:4IHEeTsaNFKFmxLJpKv0HY,233333,False,11,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
131,Tiki Bar Is Open - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0CkyW3r3qBtmI39MHDREYE,spotify:track:0CkyW3r3qBtmI39MHDREYE,341466,False,11,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
132,Fins - Live,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5H5Snmw0F5BTgltyvmVLeD,spotify:track:5H5Snmw0F5BTgltyvmVLeD,427866,False,11,5QRStOSftF9l9A9Jgi4HlC,Jimmy Buffet: Live
