,album_name,album_id,artist_name,artist_id,song_name,release_date,album_uri,song_id,uri,duration_ms,explicit,popularity,playlist_id,playlist_name
48,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,The Captain and the Kid,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,3O02DTp0ScX04FezTt8FhK,spotify:track:3O02DTp0ScX04FezTt8FhK,211493,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
49,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Delaney Talks to Statues,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,7dJ81CdYo5Qo597OcZ3s4u,spotify:track:7dJ81CdYo5Qo597OcZ3s4u,199639,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
50,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Twelve Volt Man,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,3CotETOWjTMwvnJr5em4xg,spotify:track:3CotETOWjTMwvnJr5em4xg,220304,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
51,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Peanut Butter Conspiracy,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,2c7BMlhFg2ZIW9AOycIv9P,spotify:track:2c7BMlhFg2ZIW9AOycIv9P,246980,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
52,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Something So Feminine About a Mandolin,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,0tJaWHeqBvt5PAYqHCPBfE,spotify:track:0tJaWHeqBvt5PAYqHCPBfE,214872,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
53,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Love in the Library,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,6jEzAGGhaDOEeDXoJ7e8XK,spotify:track:6jEzAGGhaDOEeDXoJ7e8XK,270154,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
54,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Chanson Pour Les Petits Enfants,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,6iXwUuUK0WYekVvkRtoUiX,spotify:track:6iXwUuUK0WYekVvkRtoUiX,236980,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
55,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,The Night I Painted the Sky,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,6yImFUgtilGT7bJxH64lCE,spotify:track:6yImFUgtilGT7bJxH64lCE,319440,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
56,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Cowboy in the Jungle,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,5BRIwCUqAB3qLH7lcz9oWO,spotify:track:5BRIwCUqAB3qLH7lcz9oWO,313407,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
57,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Little Miss Magic,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,6ulalual4NlGO1i5gRZlZF,spotify:track:6ulalual4NlGO1i5gRZlZF,241648,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
58,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Tin Cup Chalice,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,2RAIhfQyn6ViSfrJGzqKb8,spotify:track:2RAIhfQyn6ViSfrJGzqKb8,193012,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
59,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Tin Cup Chalice,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,6i5stu3H0nHekjp8bOhoeE,spotify:track:6i5stu3H0nHekjp8bOhoeE,221573,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
60,A-1-A,4Nquomkt7vhIpcJeuowLMJ,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Tin Cup Chalice,1974-01-01,spotify:album:4Nquomkt7vhIpcJeuowLMJ,2RAIhfQyn6ViSfrJGzqKb8,spotify:track:2RAIhfQyn6ViSfrJGzqKb8,193012,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
61,A-1-A,4Nquomkt7vhIpcJeuowLMJ,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Tin Cup Chalice,1974-01-01,spotify:album:4Nquomkt7vhIpcJeuowLMJ,6i5stu3H0nHekjp8bOhoeE,spotify:track:6i5stu3H0nHekjp8bOhoeE,221573,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
62,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Tonight I Just Need My Guitar,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,1ljEEUjcMpxoD1TK9o9lAs,spotify:track:1ljEEUjcMpxoD1TK9o9lAs,162436,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
63,Songs You Don't Know By Heart,3UdbDZgh2gOj7BCZiOrbeE,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Death of an Unpopular Poet,2020-11-27,spotify:album:3UdbDZgh2gOj7BCZiOrbeE,7MfFvmL8wG0gZleLlWLFCY,spotify:track:7MfFvmL8wG0gZleLlWLFCY,255878,False,28,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
64,Down at the Lah De Dah,56gMv3K5Mm8OrhlTxw0bT7,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Down at the Lah De Dah,2020-04-03,spotify:album:56gMv3K5Mm8OrhlTxw0bT7,64XIvcPOW9lmMh8vHFnYt0,spotify:track:64XIvcPOW9lmMh8vHFnYt0,199433,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
65,Life On the Flip Side,0ne63EVUZXiNCCPsi9n9Sc,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,Who Gets to Live Like This,2020-05-29,spotify:album:0ne63EVUZXiNCCPsi9n9Sc,79gzZTuIZhFcPeErUFtsco,spotify:track:79gzZTuIZhFcPeErUFtsco,182628,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
66,Life On the Flip Side,0ne63EVUZXiNCCPsi9n9Sc,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,The Devil I Know,2020-05-29,spotify:album:0ne63EVUZXiNCCPsi9n9Sc,52wPojlav5oH7au9XenjHA,spotify:track:52wPojlav5oH7au9XenjHA,178682,True,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
67,Life On the Flip Side,0ne63EVUZXiNCCPsi9n9Sc,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,The Slow Lane,2020-05-29,spotify:album:0ne63EVUZXiNCCPsi9n9Sc,46RjasCR1TcTphfY32VB7f,spotify:track:46RjasCR1TcTphfY32VB7f,250570,False,41,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
